year,quarter,state,period,pm2.5_measure,personal_income_per_capita,region,division
2017,3,Vermont,2017 Q3,6.178100000000001,50993,Northeast,New England
2017,4,Vermont,2017 Q4,5.372366666666667,51241,Northeast,New England
2017,1,Vermont,2017 Q1,5.4557,50291,Northeast,New England
2017,1,Virginia,2017 Q1,6.213328571428571,54286,South,South Atlantic
2017,2,Virginia,2017 Q2,6.527652380952381,54691,South,South Atlantic
2017,3,Virginia,2017 Q3,8.236880952380952,55061,South,South Atlantic
2017,4,Virginia,2017 Q4,7.600785714285714,55487,South,South Atlantic
2017,1,Washington,2017 Q1,8.24155,56444,West,Pacific
2017,2,Washington,2017 Q2,4.27685,56960,West,Pacific
2017,3,Washington,2017 Q3,14.198575000000002,57503,West,Pacific
2017,4,Washington,2017 Q4,9.912275000000001,58222,West,Pacific
2017,1,West Virginia,2017 Q1,7.760800000000001,38712,South,South Atlantic
2017,2,West Virginia,2017 Q2,6.788146666666666,38869,South,South Atlantic
2017,3,West Virginia,2017 Q3,9.418273333333333,39293,South,South Atlantic
2017,4,West Virginia,2017 Q4,8.497113333333333,39658,South,South Atlantic
2017,1,Wisconsin,2017 Q1,7.461428,48052,Midwest,East North Central
2017,2,Wisconsin,2017 Q2,4.870327272727272,48437,Midwest,East North Central
2017,3,Wisconsin,2017 Q3,7.587713636363636,49121,Midwest,East North Central
2017,4,Wisconsin,2017 Q4,6.462817647058824,49404,Midwest,East North Central
2017,1,Wyoming,2017 Q1,4.912986956521739,56021,West,Mountain
2017,2,Wyoming,2017 Q2,3.553604347826087,57055,West,Mountain
2017,3,Wyoming,2017 Q3,9.599208108108108,57418,West,Mountain
2017,4,Wyoming,2017 Q4,4.0105826086956515,58009,West,Mountain
2018,1,Alabama,2018 Q1,7.7156416666666665,41072,South,East South Central
2018,2,Alabama,2018 Q2,9.6208875,41310,South,East South Central
2018,3,Alabama,2018 Q3,8.965304166666668,41608,South,East South Central
2018,4,Alabama,2018 Q4,7.520033333333333,42129,South,East South Central
2018,1,Alaska,2018 Q1,12.344075,58642,West,Pacific
2018,2,Alaska,2018 Q2,4.462014285714285,59093,West,Pacific
2018,3,Alaska,2018 Q3,4.527569565217392,60119,West,Pacific
2018,4,Alaska,2018 Q4,12.4884375,60547,West,Pacific
2018,1,Arizona,2018 Q1,7.330758333333333,44760,West,Mountain
2018,2,Arizona,2018 Q2,8.376125,45082,West,Mountain
2018,3,Arizona,2018 Q3,7.655866666666667,45701,West,Mountain
2018,4,Arizona,2018 Q4,7.101675,46246,West,Mountain
2018,1,Arkansas,2018 Q1,7.9634833333333335,42819,South,West South Central
2018,2,Arkansas,2018 Q2,9.291438461538462,43033,South,West South Central
2018,3,Arkansas,2018 Q3,10.625361538461537,43548,South,West South Central
2018,4,Arkansas,2018 Q4,7.253992307692308,44110,South,West South Central
2018,1,California,2018 Q1,10.908793421052632,60272,West,Pacific
2018,2,California,2018 Q2,8.716678666666667,61116,West,Pacific
2018,3,California,2018 Q3,13.335851898734179,61953,West,Pacific
2018,4,California,2018 Q4,14.02189358974359,62728,West,Pacific
2018,1,Colorado,2018 Q1,7.183016666666667,57090,West,Mountain
2018,2,Colorado,2018 Q2,6.30365,57888,West,Mountain
2018,3,Colorado,2018 Q3,9.1813,58932,West,Mountain
2018,4,Colorado,2018 Q4,5.899966666666667,59957,West,Mountain
2018,1,Connecticut,2018 Q1,7.036122222222222,71922,Northeast,New England
2018,2,Connecticut,2018 Q2,5.8078,72407,Northeast,New England
2018,3,Connecticut,2018 Q3,7.663022222222223,73597,Northeast,New England
2018,4,Connecticut,2018 Q4,4.2925,73815,Northeast,New England
2018,1,Delaware,2018 Q1,7.5156374999999995,51718,South,South Atlantic
2018,2,Delaware,2018 Q2,6.1836625000000005,52278,South,South Atlantic
2018,3,Delaware,2018 Q3,7.2626125,53123,South,South Atlantic
2018,4,Delaware,2018 Q4,6.2207625,53682,South,South Atlantic
2018,1,District Of Columbia,2018 Q1,8.1043,81381,South,South Atlantic
2018,2,District Of Columbia,2018 Q2,6.831,82074,South,South Atlantic
2018,3,District Of Columbia,2018 Q3,8.0321,83448,South,South Atlantic
2018,4,District Of Columbia,2018 Q4,7.4448,84070,South,South Atlantic
2018,1,Florida,2018 Q1,6.830613793103449,50499,South,South Atlantic
2018,2,Florida,2018 Q2,7.000493103448275,50985,South,South Atlantic
2018,3,Florida,2018 Q3,6.783404347826087,51875,South,South Atlantic
2018,4,Florida,2018 Q4,6.163422727272728,52717,South,South Atlantic
2018,1,Georgia,2018 Q1,8.370464,46115,South,South Atlantic
2018,2,Georgia,2018 Q2,8.212548,46543,South,South Atlantic
2018,3,Georgia,2018 Q3,7.391696,47230,South,South Atlantic
2018,4,Georgia,2018 Q4,6.907795999999999,47491,South,South Atlantic
2018,1,Hawaii,2018 Q1,5.18035,51525,West,Pacific
2018,2,Hawaii,2018 Q2,4.01335,51929,West,Pacific
2018,3,Hawaii,2018 Q3,4.26465,52332,West,Pacific
2018,4,Hawaii,2018 Q4,2.9779999999999998,52921,West,Pacific
2018,1,Idaho,2018 Q1,8.097,42631,West,Mountain
2018,2,Idaho,2018 Q2,4.2359285714285715,42930,West,Mountain
2018,3,Idaho,2018 Q3,10.628133333333333,43258,West,Mountain
2018,4,Idaho,2018 Q4,10.78835,43961,West,Mountain
2018,1,Illinois,2018 Q1,9.160739285714286,55596,Midwest,East North Central
2018,2,Illinois,2018 Q2,8.700478571428572,56289,Midwest,East North Central
2018,3,Illinois,2018 Q3,10.476066666666666,56822,Midwest,East North Central
2018,4,Illinois,2018 Q4,9.637870370370372,57414,Midwest,East North Central
2018,1,Indiana,2018 Q1,9.229006666666667,46450,Midwest,East North Central
2018,2,Indiana,2018 Q2,8.575572093023256,46674,Midwest,East North Central
2018,3,Indiana,2018 Q3,9.54203953488372,47066,Midwest,East North Central
2018,4,Indiana,2018 Q4,8.707161111111112,47584,Midwest,East North Central
2018,1,Iowa,2018 Q1,9.265269565217391,48317,Midwest,West North Central
2018,2,Iowa,2018 Q2,7.577891304347825,48778,Midwest,West North Central
2018,3,Iowa,2018 Q3,8.633147826086956,49181,Midwest,West North Central
2018,4,Iowa,2018 Q4,7.3596,50324,Midwest,West North Central
2018,1,Kansas,2018 Q1,9.46594,49752,Midwest,West North Central
2018,2,Kansas,2018 Q2,7.8727800000000006,50366,Midwest,West North Central
2018,3,Kansas,2018 Q3,8.891275,50931,Midwest,West North Central
2018,4,Kansas,2018 Q4,6.796975,51598,Midwest,West North Central
2018,1,Kentucky,2018 Q1,7.850833333333334,41430,South,East South Central
2018,2,Kentucky,2018 Q2,8.324590476190476,41854,South,East South Central
2018,3,Kentucky,2018 Q3,8.907599999999999,42078,South,East South Central
2018,4,Kentucky,2018 Q4,7.656352380952381,42523,South,East South Central
2018,1,Louisiana,2018 Q1,7.289141176470588,45296,South,West South Central
2018,2,Louisiana,2018 Q2,9.312852941176471,45906,South,West South Central
2018,3,Louisiana,2018 Q3,10.255235294117647,46291,South,West South Central
2018,4,Louisiana,2018 Q4,6.971411764705883,46697,South,West South Central
2018,1,Maine,2018 Q1,6.7802,47487,Northeast,New England
2018,2,Maine,2018 Q2,4.572123076923076,47916,Northeast,New England
2018,3,Maine,2018 Q3,5.898823076923076,48389,Northeast,New England
2018,4,Maine,2018 Q4,3.418769230769231,48723,Northeast,New England
2018,1,Maryland,2018 Q1,7.8454999999999995,59817,South,South Atlantic
2018,2,Maryland,2018 Q2,6.98048,60311,South,South Atlantic
2018,3,Maryland,2018 Q3,7.62394,60913,South,South Atlantic
2018,4,Maryland,2018 Q4,5.0191,61235,South,South Atlantic
2018,1,Massachusetts,2018 Q1,4.7499,68781,Northeast,New England
2018,2,Massachusetts,2018 Q2,4.82875,69260,Northeast,New England
2018,3,Massachusetts,2018 Q3,8.069445454545455,69988,Northeast,New England
2018,4,Massachusetts,2018 Q4,4.512463636363637,70776,Northeast,New England
2018,1,Michigan,2018 Q1,8.518096296296296,47006,Midwest,East North Central
2018,2,Michigan,2018 Q2,7.488582142857142,47265,Midwest,East North Central
2018,3,Michigan,2018 Q3,9.40493076923077,47660,Midwest,East North Central
2018,4,Michigan,2018 Q4,7.8293,47905,Midwest,East North Central
2018,1,Minnesota,2018 Q1,7.837069230769231,55513,Midwest,West North Central
2018,2,Minnesota,2018 Q2,6.684438461538462,56213,Midwest,West North Central
2018,3,Minnesota,2018 Q3,7.639061538461538,56797,Midwest,West North Central
2018,4,Minnesota,2018 Q4,6.032108333333333,57645,Midwest,West North Central
2018,1,Mississippi,2018 Q1,7.24929,37374,South,East South Central
2018,2,Mississippi,2018 Q2,8.98423,37761,South,East South Central
2018,3,Mississippi,2018 Q3,9.44929,37968,South,East South Central
2018,4,Mississippi,2018 Q4,7.075659999999999,38460,South,East South Central
2018,1,Missouri,2018 Q1,10.7718,46246,Midwest,West North Central
2018,2,Missouri,2018 Q2,8.735,47001,Midwest,West North Central
2018,3,Missouri,2018 Q3,10.12795,47245,Midwest,West North Central
2018,4,Missouri,2018 Q4,8.59,47826,Midwest,West North Central
2018,1,Montana,2018 Q1,6.433325,46908,West,Mountain
2018,2,Montana,2018 Q2,3.611125,47356,West,Mountain
2018,3,Montana,2018 Q3,7.859675,47697,West,Mountain
2018,4,Montana,2018 Q4,4.82835,48451,West,Mountain
2018,1,Nebraska,2018 Q1,8.053575,50973,Midwest,West North Central
2018,2,Nebraska,2018 Q2,7.196875,51333,Midwest,West North Central
2018,3,Nebraska,2018 Q3,8.278575,51898,Midwest,West North Central
2018,4,Nebraska,2018 Q4,5.268775,53450,Midwest,West North Central
2018,1,Nevada,2018 Q1,7.76738,48982,West,Mountain
2018,2,Nevada,2018 Q2,5.5907,49177,West,Mountain
2018,3,Nevada,2018 Q3,9.117942857142857,49765,West,Mountain
2018,4,Nevada,2018 Q4,8.48314,50732,West,Mountain
2018,1,New Hampshire,2018 Q1,4.33485,60113,Northeast,New England
2018,2,New Hampshire,2018 Q2,4.836916666666666,60377,Northeast,New England
2018,3,New Hampshire,2018 Q3,6.303083333333333,61138,Northeast,New England
2018,4,New Hampshire,2018 Q4,2.9460166666666665,61644,Northeast,New England
2018,1,New Jersey,2018 Q1,7.760515,63975,Northeast,Middle Atlantic
2018,2,New Jersey,2018 Q2,7.300425,64480,Northeast,Middle Atlantic
2018,3,New Jersey,2018 Q3,8.489855,65271,Northeast,Middle Atlantic
2018,4,New Jersey,2018 Q4,6.15447,65899,Northeast,Middle Atlantic
2018,1,New Mexico,2018 Q1,7.82746,40465,West,Mountain
2018,2,New Mexico,2018 Q2,9.514840000000001,40889,West,Mountain
2018,3,New Mexico,2018 Q3,6.455920000000001,41477,West,Mountain
2018,4,New Mexico,2018 Q4,6.921460000000001,41955,West,Mountain
2018,1,New York,2018 Q1,7.504212,63990,Northeast,Middle Atlantic
2018,2,New York,2018 Q2,6.789356000000001,64622,Northeast,Middle Atlantic
2018,3,New York,2018 Q3,8.450044,65273,Northeast,Middle Atlantic
2018,4,New York,2018 Q4,5.8448720000000005,65525,Northeast,Middle Atlantic
2018,1,North Carolina,2018 Q1,6.852229411764705,45557,South,South Atlantic
2018,2,North Carolina,2018 Q2,7.391805882352941,46054,South,South Atlantic
2018,3,North Carolina,2018 Q3,7.803473333333333,46533,South,South Atlantic
2018,4,North Carolina,2018 Q4,5.641666666666667,47249,South,South Atlantic
2018,1,North Dakota,2018 Q1,6.1533,54037,Midwest,West North Central
2018,2,North Dakota,2018 Q2,5.875,54805,Midwest,West North Central
2018,3,North Dakota,2018 Q3,8.309650000000001,55631,Midwest,West North Central
2018,4,North Dakota,2018 Q4,4.60805,57073,Midwest,West North Central
2018,1,Ohio,2018 Q1,8.360046666666667,47621,Midwest,East North Central
2018,2,Ohio,2018 Q2,8.211922368421051,48017,Midwest,East North Central
2018,3,Ohio,2018 Q3,9.244854285714286,48578,Midwest,East North Central
2018,4,Ohio,2018 Q4,8.26452676056338,49065,Midwest,East North Central
2018,1,Oklahoma,2018 Q1,8.606457142857142,45600,South,West South Central
2018,2,Oklahoma,2018 Q2,8.008066666666666,46027,South,West South Central
2018,3,Oklahoma,2018 Q3,9.539942857142858,46654,South,West South Central
2018,4,Oklahoma,2018 Q4,5.991485714285714,47311,South,West South Central
2018,1,Oregon,2018 Q1,8.54438125,49672,West,Pacific
2018,2,Oregon,2018 Q2,4.526933333333333,50212,West,Pacific
2018,3,Oregon,2018 Q3,13.694260000000002,50974,West,Pacific
2018,4,Oregon,2018 Q4,11.60444,51400,West,Pacific
2018,1,Pennsylvania,2018 Q1,9.188139999999999,54076,Northeast,Middle Atlantic
2018,2,Pennsylvania,2018 Q2,8.763572,54583,Northeast,Middle Atlantic
2018,3,Pennsylvania,2018 Q3,9.341872,55468,Northeast,Middle Atlantic
2018,4,Pennsylvania,2018 Q4,7.521776,56012,Northeast,Middle Atlantic
2018,1,Rhode Island,2018 Q1,5.721775,52141,Northeast,New England
2018,2,Rhode Island,2018 Q2,5.466575000000001,52336,Northeast,New England
2018,3,Rhode Island,2018 Q3,7.531575,52666,Northeast,New England
2018,4,Rhode Island,2018 Q4,4.777175,53562,Northeast,New England
2018,1,South Carolina,2018 Q1,7.410992307692307,43458,South,South Atlantic
2018,2,South Carolina,2018 Q2,7.378914285714286,43825,South,South Atlantic
2018,3,South Carolina,2018 Q3,7.824146153846153,44333,South,South Atlantic
2018,4,South Carolina,2018 Q4,6.7132000000000005,44967,South,South Atlantic
2018,1,South Dakota,2018 Q1,7.178014285714285,51304,Midwest,West North Central
2018,2,South Dakota,2018 Q2,5.895242857142857,51425,Midwest,West North Central
2018,3,South Dakota,2018 Q3,7.904414285714286,51906,Midwest,West North Central
2018,4,South Dakota,2018 Q4,5.434871428571428,53937,Midwest,West North Central
2018,1,Tennessee,2018 Q1,7.7901625,46060,South,East South Central
2018,2,Tennessee,2018 Q2,8.13068125,46453,South,East South Central
2018,3,Tennessee,2018 Q3,8.9201,47241,South,East South Central
2018,4,Tennessee,2018 Q4,7.24705,47738,South,East South Central
2018,1,Texas,2018 Q1,8.32905925925926,50981,South,West South Central
2018,2,Texas,2018 Q2,9.01616,51575,South,West South Central
2018,3,Texas,2018 Q3,10.983032000000001,52353,South,West South Central
2018,4,Texas,2018 Q4,6.432032,53046,South,West South Central
2018,1,Utah,2018 Q1,5.998741666666667,44909,West,Mountain
2018,2,Utah,2018 Q2,4.925791666666666,45364,West,Mountain
2018,3,Utah,2018 Q3,12.876234615384616,45895,West,Mountain
2018,4,Utah,2018 Q4,7.77165,46495,West,Mountain
2018,1,Vermont,2018 Q1,6.781666666666666,51648,Northeast,New England
2018,2,Vermont,2018 Q2,3.9525,52160,Northeast,New England
2018,3,Vermont,2018 Q3,5.9443,52607,Northeast,New England
2018,4,Vermont,2018 Q4,3.3245,53219,Northeast,New England
2018,1,Virginia,2018 Q1,6.603604761904762,55860,South,South Atlantic
2018,2,Virginia,2018 Q2,6.805447619047619,56231,South,South Atlantic
2018,3,Virginia,2018 Q3,7.485804761904761,56844,South,South Atlantic
2018,4,Virginia,2018 Q4,6.296366666666667,57492,South,South Atlantic
2018,1,Washington,2018 Q1,6.801025000000001,59282,West,Pacific
2018,2,Washington,2018 Q2,4.823375,59602,West,Pacific
2018,3,Washington,2018 Q3,10.373525,60625,West,Pacific
2018,4,Washington,2018 Q4,10.41565,61385,West,Pacific
2018,1,West Virginia,2018 Q1,7.27924,40198,South,South Atlantic
2018,2,West Virginia,2018 Q2,8.342540000000001,40839,South,South Atlantic
2018,3,West Virginia,2018 Q3,8.786926666666666,41779,South,South Atlantic
2018,4,West Virginia,2018 Q4,7.245946666666667,42266,South,South Atlantic
2018,1,Wisconsin,2018 Q1,8.9445,50268,Midwest,East North Central
2018,2,Wisconsin,2018 Q2,6.845325,50462,Midwest,East North Central
2018,3,Wisconsin,2018 Q3,7.813375,51129,Midwest,East North Central
2018,4,Wisconsin,2018 Q4,7.849728571428572,51753,Midwest,East North Central
2018,1,Wyoming,2018 Q1,4.4447,59028,West,Mountain
2018,2,Wyoming,2018 Q2,3.8386416666666663,59831,West,Mountain
2018,3,Wyoming,2018 Q3,8.324666666666667,60917,West,Mountain
2018,4,Wyoming,2018 Q4,3.9888166666666667,61984,West,Mountain
2019,1,Alabama,2019 Q1,7.101520833333333,42817,South,East South Central
2019,2,Alabama,2019 Q2,8.763929166666667,43150,South,East South Central
2019,3,Alabama,2019 Q3,10.066112500000001,43453,South,East South Central
2019,4,Alabama,2019 Q4,7.528682608695653,43697,South,East South Central
2019,1,Alaska,2019 Q1,14.839862499999999,60895,West,Pacific
2019,2,Alaska,2019 Q2,5.723485714285714,61207,West,Pacific
2019,3,Alaska,2019 Q3,11.228133333333332,61512,West,Pacific
2019,4,Alaska,2019 Q4,9.901466666666666,61583,West,Pacific
2019,1,Arizona,2019 Q1,5.643891666666666,47374,West,Mountain
2019,2,Arizona,2019 Q2,6.110741666666667,47882,West,Mountain
2019,3,Arizona,2019 Q3,6.440408333333334,48356,West,Mountain
2019,4,Arizona,2019 Q4,7.567208333333333,48812,West,Mountain
2019,1,Arkansas,2019 Q1,7.455466666666666,44043,South,West South Central
2019,2,Arkansas,2019 Q2,8.207253333333334,44056,South,West South Central
2019,3,Arkansas,2019 Q3,10.961625,44469,South,West South Central
2019,4,Arkansas,2019 Q4,8.700383333333333,44681,South,West South Central
2019,1,California,2019 Q1,7.951534246575342,63823,West,Pacific
2019,2,California,2019 Q2,7.1250797297297295,64632,West,Pacific
2019,3,California,2019 Q3,8.815994666666667,65071,West,Pacific
2019,4,California,2019 Q4,11.555564383561643,66130,West,Pacific
2019,1,Colorado,2019 Q1,9.2406,61333,West,Mountain
2019,2,Colorado,2019 Q2,4.669527272727273,61807,West,Mountain
2019,3,Colorado,2019 Q3,6.386427272727272,62622,West,Mountain
2019,4,Colorado,2019 Q4,7.278918181818182,62745,West,Mountain
2019,1,Connecticut,2019 Q1,5.681722222222223,75318,Northeast,New England
2019,2,Connecticut,2019 Q2,4.654455555555556,75290,Northeast,New England
2019,3,Connecticut,2019 Q3,6.700866666666666,75333,Northeast,New England
2019,4,Connecticut,2019 Q4,5.5292666666666666,76112,Northeast,New England
2019,1,Delaware,2019 Q1,7.793033333333334,53836,South,South Atlantic
2019,2,Delaware,2019 Q2,6.010566666666667,54172,South,South Atlantic
2019,3,Delaware,2019 Q3,8.05545,54374,South,South Atlantic
2019,4,Delaware,2019 Q4,6.983816666666667,54402,South,South Atlantic
2019,1,District Of Columbia,2019 Q1,8.1333,83766,South,South Atlantic
2019,2,District Of Columbia,2019 Q2,6.4143,84506,South,South Atlantic
2019,3,District Of Columbia,2019 Q3,8.4897,84938,South,South Atlantic
2019,4,District Of Columbia,2019 Q4,7.3536,85361,South,South Atlantic
2019,1,Florida,2019 Q1,6.365136363636364,53833,South,South Atlantic
2019,2,Florida,2019 Q2,7.537609999999999,54403,South,South Atlantic
2019,3,Florida,2019 Q3,7.191485714285714,54702,South,South Atlantic
2019,4,Florida,2019 Q4,5.436661538461539,55216,South,South Atlantic
2019,1,Georgia,2019 Q1,7.8967136363636365,48610,South,South Atlantic
2019,2,Georgia,2019 Q2,8.970828571428573,49015,South,South Atlantic
2019,3,Georgia,2019 Q3,9.502265,49223,South,South Atlantic
2019,4,Georgia,2019 Q4,7.61907894736842,49498,South,South Atlantic
2019,1,Hawaii,2019 Q1,3.3399,53836,West,Pacific
2019,2,Hawaii,2019 Q2,3.9111000000000002,54393,West,Pacific
2019,3,Hawaii,2019 Q3,3.5606999999999998,55007,West,Pacific
2019,4,Hawaii,2019 Q4,3.1308,55511,West,Pacific
2019,1,Idaho,2019 Q1,8.83985,45181,West,Mountain
2019,2,Idaho,2019 Q2,3.7060874999999998,45715,West,Mountain
2019,3,Idaho,2019 Q3,5.46165,46209,West,Mountain
2019,4,Idaho,2019 Q4,12.2953,46526,West,Mountain
2019,1,Illinois,2019 Q1,9.971944444444444,57992,Midwest,East North Central
2019,2,Illinois,2019 Q2,7.489618518518518,58106,Midwest,East North Central
2019,3,Illinois,2019 Q3,9.346007407407408,58648,Midwest,East North Central
2019,4,Illinois,2019 Q4,9.965042857142858,58997,Midwest,East North Central
2019,1,Indiana,2019 Q1,9.59234705882353,48380,Midwest,East North Central
2019,2,Indiana,2019 Q2,7.334097142857143,48560,Midwest,East North Central
2019,3,Indiana,2019 Q3,8.93890294117647,48888,Midwest,East North Central
2019,4,Indiana,2019 Q4,9.34653142857143,49155,Midwest,East North Central
2019,1,Iowa,2019 Q1,9.5037,50038,Midwest,West North Central
2019,2,Iowa,2019 Q2,5.930613043478261,49767,Midwest,West North Central
2019,3,Iowa,2019 Q3,7.798795652173913,50766,Midwest,West North Central
2019,4,Iowa,2019 Q4,7.355521739130435,50896,Midwest,West North Central
2019,1,Kansas,2019 Q1,9.049225,52385,Midwest,West North Central
2019,2,Kansas,2019 Q2,6.568966666666667,52522,Midwest,West North Central
2019,3,Kansas,2019 Q3,8.708166666666667,53137,Midwest,West North Central
2019,4,Kansas,2019 Q4,10.7842,53399,Midwest,West North Central
2019,1,Kentucky,2019 Q1,7.055055,43372,South,East South Central
2019,2,Kentucky,2019 Q2,7.004915789473684,43689,South,East South Central
2019,3,Kentucky,2019 Q3,9.1824,44005,South,East South Central
2019,4,Kentucky,2019 Q4,6.70038,44414,South,East South Central
2019,1,Louisiana,2019 Q1,6.9264117647058825,47369,South,West South Central
2019,2,Louisiana,2019 Q2,9.004894117647058,47486,South,West South Central
2019,3,Louisiana,2019 Q3,9.325917647058825,47722,South,West South Central
2019,4,Louisiana,2019 Q4,7.516217647058824,48085,South,West South Central
2019,1,Maine,2019 Q1,5.5780076923076924,50061,Northeast,New England
2019,2,Maine,2019 Q2,2.946423076923077,50516,Northeast,New England
2019,3,Maine,2019 Q3,5.61853,50910,Northeast,New England
2019,4,Maine,2019 Q4,5.537716666666667,51398,Northeast,New England
2019,1,Maryland,2019 Q1,7.636100000000001,61716,South,South Atlantic
2019,2,Maryland,2019 Q2,6.18104,62248,South,South Atlantic
2019,3,Maryland,2019 Q3,8.16806,62405,South,South Atlantic
2019,4,Maryland,2019 Q4,8.81918,62874,South,South Atlantic
2019,1,Massachusetts,2019 Q1,4.8706249999999995,72747,Northeast,New England
2019,2,Massachusetts,2019 Q2,4.088236363636364,73063,Northeast,New England
2019,3,Massachusetts,2019 Q3,6.866663636363636,73184,Northeast,New England
2019,4,Massachusetts,2019 Q4,4.904463636363636,73842,Northeast,New England
2019,1,Michigan,2019 Q1,9.46522380952381,48689,Midwest,East North Central
2019,2,Michigan,2019 Q2,6.264619047619047,49054,Midwest,East North Central
2019,3,Michigan,2019 Q3,7.113985,49261,Midwest,East North Central
2019,4,Michigan,2019 Q4,8.214235,49556,Midwest,East North Central
2019,1,Minnesota,2019 Q1,8.109716666666666,57894,Midwest,West North Central
2019,2,Minnesota,2019 Q2,5.189354545454545,58192,Midwest,West North Central
2019,3,Minnesota,2019 Q3,6.680528571428572,58876,Midwest,West North Central
2019,4,Minnesota,2019 Q4,6.927714285714286,59226,Midwest,West North Central
2019,1,Mississippi,2019 Q1,7.848800000000001,39041,South,East South Central
2019,2,Mississippi,2019 Q2,8.4317,39184,South,East South Central
2019,3,Mississippi,2019 Q3,9.64195,39646,South,East South Central
2019,4,Mississippi,2019 Q4,8.050650000000001,39917,South,East South Central
2019,1,Missouri,2019 Q1,9.6096,48514,Midwest,West North Central
2019,2,Missouri,2019 Q2,7.59405,48719,Midwest,West North Central
2019,3,Missouri,2019 Q3,9.379349999999999,49229,Midwest,West North Central
2019,4,Missouri,2019 Q4,9.20335,49509,Midwest,West North Central
2019,1,Montana,2019 Q1,8.477225,49531,West,Mountain
2019,2,Montana,2019 Q2,2.6971249999999998,49859,West,Mountain
2019,3,Montana,2019 Q3,4.6013875,50673,West,Mountain
2019,4,Montana,2019 Q4,5.5,50987,West,Mountain
2019,1,Nebraska,2019 Q1,7.944112499999999,53352,Midwest,West North Central
2019,2,Nebraska,2019 Q2,5.41775,53478,Midwest,West North Central
2019,3,Nebraska,2019 Q3,6.5840125,54717,Midwest,West North Central
2019,4,Nebraska,2019 Q4,4.848825,55158,Midwest,West North Central
2019,1,Nevada,2019 Q1,5.3499,51870,West,Mountain
2019,2,Nevada,2019 Q2,3.97902,52415,West,Mountain
2019,3,Nevada,2019 Q3,5.370340000000001,52735,West,Mountain
2019,4,Nevada,2019 Q4,8.49436,53429,West,Mountain
2019,1,New Hampshire,2019 Q1,3.6148166666666666,64387,Northeast,New England
2019,2,New Hampshire,2019 Q2,3.6414,64602,Northeast,New England
2019,3,New Hampshire,2019 Q3,6.3439,64810,Northeast,New England
2019,4,New Hampshire,2019 Q4,4.6118500000000004,65136,Northeast,New England
2019,1,New Jersey,2019 Q1,7.937885,67680,Northeast,Middle Atlantic
2019,2,New Jersey,2019 Q2,6.857057894736842,68307,Northeast,Middle Atlantic
2019,3,New Jersey,2019 Q3,8.182473684210526,68691,Northeast,Middle Atlantic
2019,4,New Jersey,2019 Q4,6.9604105263157905,69023,Northeast,Middle Atlantic
2019,1,New Mexico,2019 Q1,5.29972,42788,West,Mountain
2019,2,New Mexico,2019 Q2,7.1679,43286,West,Mountain
2019,3,New Mexico,2019 Q3,6.33328,43840,West,Mountain
2019,4,New Mexico,2019 Q4,7.64496,44138,West,Mountain
2019,1,New York,2019 Q1,7.041132,66491,Northeast,Middle Atlantic
2019,2,New York,2019 Q2,5.846236,67303,Northeast,Middle Atlantic
2019,3,New York,2019 Q3,7.139616,67606,Northeast,Middle Atlantic
2019,4,New York,2019 Q4,5.844662499999999,68064,Northeast,Middle Atlantic
2019,1,North Carolina,2019 Q1,6.149714285714286,48188,South,South Atlantic
2019,2,North Carolina,2019 Q2,7.126864285714285,48580,South,South Atlantic
2019,3,North Carolina,2019 Q3,9.321176923076923,48864,South,South Atlantic
2019,4,North Carolina,2019 Q4,6.426646153846154,49303,South,South Atlantic
2019,1,North Dakota,2019 Q1,7.54335,56919,Midwest,West North Central
2019,2,North Dakota,2019 Q2,4.995,56294,Midwest,West North Central
2019,3,North Dakota,2019 Q3,4.3225999999999996,57592,Midwest,West North Central
2019,4,North Dakota,2019 Q4,4.208349999999999,57665,Midwest,West North Central
2019,1,Ohio,2019 Q1,9.213331343283581,49565,Midwest,East North Central
2019,2,Ohio,2019 Q2,7.128053731343284,49803,Midwest,East North Central
2019,3,Ohio,2019 Q3,9.072401492537313,50153,Midwest,East North Central
2019,4,Ohio,2019 Q4,8.918057575757576,50610,Midwest,East North Central
2019,1,Oklahoma,2019 Q1,7.229071428571428,48554,South,West South Central
2019,2,Oklahoma,2019 Q2,6.9063,48397,South,West South Central
2019,3,Oklahoma,2019 Q3,8.543383333333333,48707,South,West South Central
2019,4,Oklahoma,2019 Q4,5.752366666666667,48864,South,West South Central
2019,1,Oregon,2019 Q1,8.805435714285714,52075,West,Pacific
2019,2,Oregon,2019 Q2,4.193946666666666,52404,West,Pacific
2019,3,Oregon,2019 Q3,4.919933333333334,52760,West,Pacific
2019,4,Oregon,2019 Q4,12.29894,53620,West,Pacific
2019,1,Pennsylvania,2019 Q1,9.73884347826087,56574,Northeast,Middle Atlantic
2019,2,Pennsylvania,2019 Q2,7.391917391304347,56873,Northeast,Middle Atlantic
2019,3,Pennsylvania,2019 Q3,9.158934782608695,57002,Northeast,Middle Atlantic
2019,4,Pennsylvania,2019 Q4,8.907534782608696,57310,Northeast,Middle Atlantic
2019,1,Rhode Island,2019 Q1,5.601533333333333,55443,Northeast,New England
2019,2,Rhode Island,2019 Q2,4.296133333333333,55779,Northeast,New England
2019,3,Rhode Island,2019 Q3,7.092666666666666,55779,Northeast,New England
2019,4,Rhode Island,2019 Q4,5.483766666666667,56256,Northeast,New England
